Nanoseconds
165314
163222
164037
179462
168592
166129
652850
186352
194444
187295
211574
189647
249147
234814
196221
201814
183573
182037
181092
166296
166129
169000
176425
166018
162795
164407
162833
165462
167463
167833
157925
157684
158148
157314
156555
156906
760571
184684
245721
185648
178851
178944
160870
163073
158537
157315
159869
158258
164258
162759
740646
181462
191388
212499
182740
347758
215536
177463
176796
162315
160185
177073
267481
196277
166166
161036
296981
327795
665516
224999
212148
812868
204018
190277
192259
202037
194074
174240
191277
613164
248018
198889
203259
181240
173758
3470340
336073
338851
228685
254888
262740
316592
400462
235239
206259
198369
210815
207055
214203
268314
229351
260740
263314
298684
247795
393313
208370
199870
328258
354535
231573
217777
214833
204907
1868030
2112419
296925
209407
187369
187703
195148
185111
205740
258702
187777
180703
183184
183240
180166
186147
184648
180610
173518
167185
173240
4924353
753868
401925
262036
213554
242943
207054
195351
184036
184203
184073
187462
188036
185221
186128
185870
187166
180444
186314
216221
190481
228425
218481
191888
187167
196148
196388
273666
229481
202110
192610
183537
190536
190944
304277
349832
385739
451998
418572
257185
394258
209222
200147
205536
202703
303110
210091
188870
174259
163351
166036
165333
165610
167184
166092
166036
167351
165537
164518
166129
166574
168629
165777
164981
164314
316813
187759
173296
165666
169851
174204
206481
3195415
256574
204926
208573
194462
193592
183277
191222
192684
185611
226814
243832
1360422
269110
214222
215351
191258
204610
184426
3314136
240740
185870
204462
191981
173185
173758
190722
170555
190185
184999
355110
264758
196388
170851
182795
165129
162574
162314
184573
162610
160111
161314
161018
160944
161073
167685
172018
2722491
227462
185814
165944
162481
162926
164018
180814
167592
162036
159648
163055
171741
174648
165980
1444847
207999
174055
169129
216203
306740
418628
304277
292481
215240
212240
189611
1942049
222536
195777
173962
200592
200999
919942
431517
262425
333036
316073
301369
291370
279314
306202
310221
254555
236833
246110
220777
205129
191962
206055
194222
192851
205110
192666
197647
185962
187425
185036
188166
194500
197721
197777
259721
314351
1136348
222814
191796
233943
198851
174518
169055
175314
173092
166610
166518
171407
166555
165759
166796
166869
165370
164944
166352
167629
172555
172555
2646176
1058755
210591
181074
226722
247426
246592
249148
238073
214888
186703
180777
178277
187463
186647
189555
187499
185537
224073
197240
185499
193166
267296
256888
193147
183740
182722
195869
186518
1787197
207980
175184
170203
169241
171425
168222
168629
167407
171685
602961
1350421
241369
261888
206833
203869
190925
173536
193740
1813216
213425
187388
234777
187814
175036
167648
166036
170851
170370
2204067
374314
336480
258944
206555
184555
175277
251777
193703
175425
166425
166869
172388
168295
170204
179944
3004434
235184
252128
212499
184184
172407
166277
166647
166981
165314
191703
177184
167574
167129
166703
169815
167722
166333
165981
165351
170185
167221
165648
166741
1507143
254518
196962
190296
177685
169185
2029623
190406
162351
160592
159481
158962
157740
321073
176221
710516
219574
212703
180481
166148
176610
160869
158314
157110
169500
162259
158777
156666
165926
694164
195722
206222
171685
164944
289851
175462
158074
157184
158815
164092
163703
170240
164925
603554
201851
194204
175685
167703
129944
158351
157333
156758
157314
155870
157611
155963
156666
163314
620498
242277
216703
178851
228629
285110
259388
206388
186370
180870
164092
160833
164685
165907
164833
165166
164536
159833
2116567
220203
228832
194073
219814
194110
195481
189351
192314
187833
187888
192203
178277
162907
190426
174888
165462
166111
166240
166129
377406
905997
257999
265759
195721
177999
175388
